"","dateid","platform","gamemode","mapname","matchid","roundnumber","objectivelocation","winrole","endroundreason","roundduration","clearancelevel","skillrank","role","team","haswon","operator","nbkills","isdead","primaryweapon","primaryweapontype","primarysight","primarygrip","primaryunderbarrel","primarybarrel","secondaryweapon","secondaryweapontype","secondarysight","secondarygrip","secondaryunderbarrel","secondarybarrel","secondarygadget"
"85",20170212,"PS4","SECURE_AREA","KANAL",3287691949,4,"SERVER_ROOM","Attacker","DefendersEliminated",225,85,"Silver","Attacker",1,1,"SAT-HIBANA",2,1,"TYPE-89","Assault_Rifles","Acog","Vertical","Laser","Compensator","BEARING_9","Submachine_Guns","Reflex","None","None","Compensator","STUN_GRENADE"
"86",20170212,"XONE","SECURE_AREA","KAFE_DOSTOYEVSKY",3396037989,5,"READING_ROOM","Attacker","DefendersEliminated",222,67,"Silver","Defender",1,0,"SAT-ECHO",0,1,"MP5SD","Submachine_Guns","None","None","None","None","BEARING_9","Submachine_Guns","None","None","None","None","BARBED_WIRE"
"87",20170213,"PC","BOMB","OREGON",1165616081,2,"KITCHEN-DINING_HALL","Attacker","DefendersEliminated",188,75,"Copper","Defender",0,0,"SAS-MUTE",0,1,"MP5K","Submachine_Guns","EosHolo","None","None","Flash","P226_MK_25","Pistols","None","None","None","Suppressor","NITRO_CELL"
"88",20170221,"PS4","HOSTAGE","KAFE_DOSTOYEVSKY",1213320621,2,"TRAIN_MUSEUM","Defender","TimeExpired",233,84,"Gold","Attacker",1,0,"SAS-THATCHER",2,1,"AR33","Assault_Rifles","EosHolo","Vertical","None","Flash","P226_MK_25","Pistols","None","None","None","None","BREACH_CHARGE"
"89",20170212,"PS4","SECURE_AREA","HOUSE",3211222349,5,"MASTER_BEDROOM","Defender","ObjectiveProtected",239,146,"Gold","Attacker",0,0,"SAS-THATCHER",0,1,"L85A2","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","P226_MK_25","Pistols","None","None","None","None","CLAYMORE"
"90",20170212,"PS4","HOSTAGE","BANK",1020735521,1,"VAULT","Attacker","DefendersEliminated",190,60,"Silver","Attacker",0,1,"JTF2-BUCK",0,0,"C8-SFW","Assault_Rifles","EosHolo","None","None","Suppressor","MK1_9mm","Pistols","None","None","None","None","STUN_GRENADE"
"91",20170212,"PS4","SECURE_AREA","BORDER",480330501,1,"TELLERS","Attacker","DefendersEliminated",158,74,"Gold","Defender",1,0,"GIGN-DOC",1,1,"P90","Submachine_Guns","Reflex","None","None","HeavyBarrel","P9","Pistols","None","None","None","None","DEPLOYABLE_SHIELD"
"92",20170216,"PS4","SECURE_AREA","BORDER",2253475029,4,"ARMORY_LOCKERS","Attacker","DefendersEliminated",233,72,"Silver","Defender",0,0,"SPETSNAZ-KAPKAN",1,1,"SASG-12","Shotguns","Reflex","Vertical","None","None","PMM","Pistols","None","None","None","MuzzleBrake","BARBED_WIRE"
"93",20170213,"PC","SECURE_AREA","BARTLETT_U.",1452749241,2,"MODEL_HALL","Defender","AttackersEliminated",224,139,"Gold","Attacker",1,0,"JTF2-BUCK",3,1,"C8-SFW","Assault_Rifles","Acog","None","None","MuzzleBrake","MK1_9mm","Pistols","None","None","None","MuzzleBrake","FRAG_GRENADE"
"94",20170213,"PS4","SECURE_AREA","BARTLETT_U.",24981961,6,"MODEL_HALL","Attacker","DefendersEliminated",126,93,"Silver","Attacker",1,1,"GIGN-TWITCH",0,0,"F2","Assault_Rifles","Acog","Vertical","None","Compensator","P9","Pistols","None","None","None","None","BREACH_CHARGE"
"95",20170212,"PS4","BOMB","COASTLINE",74757961,4,"1F_BLUE_BAR-1F_SUNRISE_BAR","Attacker","DefendersEliminated",133,157,"Platinum","Attacker",1,1,"SWAT-THERMITE",2,0,"556XI","Assault_Rifles","Acog","Vertical","None","Flash","M45_MEUSOC","Pistols","None","None","None","None","CLAYMORE"
"96",20170213,"PS4","SECURE_AREA","OREGON",3690292089,4,"LAUNDRY_ROOM","Attacker","DefendersEliminated",188,125,"Gold","Defender",0,0,"SAS-MUTE",0,1,"MP5K","Submachine_Guns","Reflex","None","None","Compensator","P226_MK_25","Pistols","None","None","None","None","NITRO_CELL"
"97",20170212,"PS4","BOMB","OREGON",2949734809,1,"KITCHEN-DINING_HALL","Attacker","BombDeactivated_OneBomb",262,73,"Silver","Attacker",0,1,"SPETSNAZ-FUZE",0,1,"6P41","Light_Machine_Guns","None","Vertical","None","Flash","GSH-18","Pistols","None","None","(null)","None","BREACH_CHARGE"
"98",20170212,"XONE","SECURE_AREA","CHALET",4224982469,3,"DINING_ROOM","Attacker","DefendersEliminated",215,36,"Gold","Attacker",0,1,"SAS-SLEDGE",1,0,"L85A2","Assault_Rifles","Acog","Vertical","None","Flash","P226_MK_25","Pistols","None","None","None","None","FRAG_GRENADE"
"99",20170213,"PS4","SECURE_AREA","COASTLINE",4239558829,3,"1F_BLUE_BAR","Defender","AttackersEliminated",194,123,"Silver","Defender",1,1,"GSG9-BANDIT",3,0,"MP7","Submachine_Guns","Acog","None","None","MuzzleBrake","P12","Pistols","None","None","None","MuzzleBrake","NITRO_CELL"
"100",20170213,"PS4","HOSTAGE","BORDER",3635024429,3,"WORKSHOP","Attacker","DefendersEliminated",213,66,"Silver","Attacker",0,1,"SWAT-ASH",0,1,"R4-C","Assault_Rifles","Acog","Vertical","None","Suppressor","M45_MEUSOC","Pistols","None","None","Laser","Suppressor","BREACH_CHARGE"
"101",20170221,"PC","BOMB","PLANE",4112770909,5,"MEETING_ROOM-EXECUTIVE_OFFICE","Defender","AttackersEliminated",205,145,"Platinum","Defender",1,1,"GSG9-JAGER",1,1,"416-C_CARBINE","Assault_Rifles","Acog","Vertical","None","Flash","P12","Pistols","None","None","None","Suppressor","BARBED_WIRE"
"102",20170216,"PS4","BOMB","CONSULATE",3783014889,8,"GARAGE-CAFETERIA","Defender","AttackersEliminated",210,90,"Silver","Attacker",1,0,"SAS-THATCHER",0,1,"L85A2","Assault_Rifles","EosHolo","Vertical","None","MuzzleBrake","P226_MK_25","Pistols","None","None","None","Suppressor","CLAYMORE"
"103",20170213,"PS4","SECURE_AREA","CLUB_HOUSE",2698061909,3,"ARSENAL_ROOM","Defender","AttackersEliminated",145,121,"Gold","Defender",1,1,"GSG9-BANDIT",0,0,"MP7","Submachine_Guns","Acog","None","None","Compensator","P12","Pistols","None","None","None","Suppressor","NITRO_CELL"
"104",20170212,"XONE","HOSTAGE","HOUSE",161502681,1,"MASTER_BEDROOM","Defender","AttackersKilledHostage",214,23,"Unranked","Attacker",0,0,"SPETSNAZ-GLAZ",1,0,"OTs-03","Marksman_Rifles","Reflex","None","None","Flash","GSH-18","Pistols","None","None","(null)","None","CLAYMORE"
"105",20170212,"PS4","SECURE_AREA","KANAL",1983947561,6,"SERVER_ROOM","Attacker","DefendersEliminated",218,140,"Platinum","Defender",0,0,"NAVYSEAL-VALKYRIE",0,1,"MPX","Submachine_Guns","EosHolo","Vertical","None","Compensator","D-50","Pistols","None","None","Laser","None","NITRO_CELL"
"106",20170221,"PS4","SECURE_AREA","FAVELAS",1078353941,4,"2F_FOOTBALL_APARTMENT","Attacker","DefendersEliminated",236,83,"Bronze","Defender",0,0,"GSG9-JAGER",2,1,"416-C_CARBINE","Assault_Rifles","Acog","Vertical","Laser","Suppressor","P12","Pistols","None","None","Laser","Suppressor","BARBED_WIRE"
"107",20170212,"XONE","SECURE_AREA","CLUB_HOUSE",98456241,3,"GARAGE","Attacker","DefendersEliminated",197,23,"Silver","Defender",1,0,"GSG9-JAGER",0,1,"416-C_CARBINE","Assault_Rifles","Acog","Vertical","None","Suppressor","P12","Pistols","None","None","None","None","DEPLOYABLE_SHIELD"
"108",20170212,"PS4","BOMB","PLANE",105668641,3,"CARGO_HOLD-LUGGAGE_HOLD","Defender","DefuserDeactivated",230,102,"Unranked","Attacker",0,0,"GIGN-TWITCH",0,1,"F2","Assault_Rifles","EosHolo","Vertical","None","Flash","P9","Pistols","None","None","None","None","BREACH_CHARGE"
"109",20170212,"XONE","BOMB","HEREFORD_BASE",3988402549,1,"BRIEFING_ROOM-ARMORY","Defender","BombExploded",232,68,"Gold","Defender",1,1,"SAS-MUTE",1,1,"MP5K","Submachine_Guns","EosHolo","None","None","Suppressor","P226_MK_25","Pistols","None","None","None","Suppressor","NITRO_CELL"
"110",20170212,"XONE","SECURE_AREA","PLANE",3156915949,4,"MEETING_ROOM","Attacker","DefendersEliminated",189,133,"Silver","Attacker",1,1,"SAS-SLEDGE",0,1,"L85A2","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","SMG-11","Submachine_Guns","EosHolo","Vertical","None","Compensator","FRAG_GRENADE"
"111",20170216,"PS4","HOSTAGE","CONSULATE",1862540061,4,"CONSUL_OFFICE","Defender","AttackersEliminated",227,190,"Bronze","Defender",0,1,"BOPE-CAVEIRA",1,1,"M12","Submachine_Guns","RedDot","None","None","Flash","PRB92","Pistols","None","None","Laser","None","IMPACT_GRENADE"
"112",20170212,"XONE","BOMB","PLANE",355329561,4,"MEETING_ROOM-EXECUTIVE_OFFICE","Defender","AttackersEliminated",209,94,"Bronze","Attacker",1,0,"NAVYSEAL-BLACKBEARD",1,1,"MK17_CQB","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","D-50","Pistols","None","None","None","None","BREACH_CHARGE"
"113",20170221,"PS4","BOMB","CONSULATE",780773301,3,"CONSUL_OFFICE-MEEETING_ROOM","Attacker","DefendersEliminated",166,104,"Gold","Defender",1,0,"SAS-SMOKE",1,1,"FMG-9","Submachine_Guns","Reflex","None","None","MuzzleBrake","SMG-11","Submachine_Guns","Reflex","Vertical","None","HeavyBarrel","IMPACT_GRENADE"
"114",20170212,"XONE","HOSTAGE","PLANE",4007374169,5,"EXECUTIVE_BEDROOM","Attacker","DefendersEliminated",136,30,"Silver","Defender",1,0,"SAS-SMOKE",1,1,"FMG-9","Submachine_Guns","RedDot","None","Laser","Suppressor","SMG-11","Submachine_Guns","Reflex","Vertical","Laser","Suppressor","IMPACT_GRENADE"
"115",20170216,"PS4","SECURE_AREA","SKYSCRAPER",3186861089,6,"1F_BEDROOM","Attacker","DefendersEliminated",168,59,"Unranked","Attacker",1,1,"G.E.O.-JACKAL",0,1,"C7E","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","ITA12S","Shotguns","None","None","None","None","BREACH_CHARGE"
"116",20170212,"PS4","BOMB","FAVELAS",2106158301,1,"1F_BIKER'S_APARTMENT-1F_BIKER'S_BEDROOM","Attacker","DefendersEliminated",176,26,"Unranked","Attacker",0,1,"SWAT-ASH",1,1,"G36C","Assault_Rifles","Acog","Vertical","None","Compensator","M45_MEUSOC","Pistols","None","None","None","None","BREACH_CHARGE"
"117",20170221,"PC","BOMB","CONSULATE",3623647209,1,"GARAGE-CAFETERIA","Defender","BombExploded",232,56,"Silver","Attacker",0,0,"SAT-HIBANA",0,1,"TYPE-89","Assault_Rifles","EosHolo","Vertical","None","MuzzleBrake","BEARING_9","Submachine_Guns","EosHolo","None","Laser","Compensator","STUN_GRENADE"
"118",20170212,"PC","SECURE_AREA","KAFE_DOSTOYEVSKY",355931081,7,"TRAIN_MUSEUM","Attacker","DefendersEliminated",151,105,"Silver","Attacker",0,1,"SAS-SLEDGE",1,0,"L85A2","Assault_Rifles","Acog","Vertical","None","Flash","SMG-11","Submachine_Guns","Reflex","Vertical","None","Flash","FRAG_GRENADE"
"119",20170212,"PS4","SECURE_AREA","KANAL",3536286629,1,"SERVER_ROOM","Attacker","DefendersEliminated",175,124,"Gold","Attacker",0,1,"SPETSNAZ-GLAZ",1,0,"OTs-03","Marksman_Rifles","EosHolo","None","None","None","GSH-18","Pistols","None","None","(null)","None","CLAYMORE"
"120",20170213,"XONE","SECURE_AREA","HOUSE",4214600169,3,"LIVING_ROOM","Defender","AttackersEliminated",64,103,"Silver","Attacker",0,0,"GSG9-IQ",0,1,"AUG_A2","Assault_Rifles","Reflex","None","None","Flash","P12","Pistols","None","None","None","Suppressor","BREACH_CHARGE"
"121",20170221,"XONE","HOSTAGE","CHALET",2646767769,5,"MASTER_BEDROOM","Defender","AttackersEliminated",228,84,"Bronze","Defender",1,1,"GSG9-BANDIT",1,1,"MP7","Submachine_Guns","Acog","None","None","MuzzleBrake","P12","Pistols","None","None","None","Suppressor","BARBED_WIRE"
"122",20170212,"PC","SECURE_AREA","KAFE_DOSTOYEVSKY",4036598229,5,"READING_ROOM","Attacker","DefendersEliminated",191,156,"Gold","Defender",1,0,"SAS-SMOKE",0,1,"FMG-9","Submachine_Guns","RedDot","None","None","MuzzleBrake","SMG-11","Submachine_Guns","EosHolo","Vertical","None","HeavyBarrel","IMPACT_GRENADE"
"123",20170216,"PS4","SECURE_AREA","CLUB_HOUSE",2100985941,2,"BEDROOM","Defender","AttackersEliminated",203,106,"Silver","Defender",0,1,"NAVYSEAL-VALKYRIE",1,1,"MPX","Submachine_Guns","Reflex","Vertical","None","Compensator","D-50","Pistols","None","None","None","None","NITRO_CELL"
"124",20170212,"XONE","BOMB","FAVELAS",2979193049,1,"2F_FOOTBALL_BEDROOM-2F_FOOTBALL_OFFICE","Defender","AttackersEliminated",226,53,"Silver","Defender",1,1,"NAVYSEAL-VALKYRIE",1,0,"MPX","Submachine_Guns","EosHolo","Vertical","None","Compensator","D-50","Pistols","None","None","None","None","NITRO_CELL"
"125",20170213,"PS4","SECURE_AREA","HEREFORD_BASE",518863581,3,"ARMORY","Defender","AttackersEliminated",226,156,"Platinum","Defender",1,1,"GSG9-JAGER",2,0,"416-C_CARBINE","Assault_Rifles","Acog","Vertical","None","HeavyBarrel","P12","Pistols","None","None","None","None","BARBED_WIRE"
"126",20170213,"XONE","SECURE_AREA","CONSULATE",3890172189,5,"ARCHIVES","Defender","AttackersEliminated",185,133,"Gold","Defender",1,1,"GIGN-ROOK",0,0,"MP5","Submachine_Guns","Acog","Vertical","None","Flash","P9","Pistols","None","None","None","None","IMPACT_GRENADE"
"127",20170212,"PS4","SECURE_AREA","YACHT",15833961,1,"CASINO","Defender","AttackersEliminated",137,121,"Gold","Attacker",0,0,"G.E.O.-JACKAL",0,1,"C7E","Assault_Rifles","EosHolo","Vertical","None","Suppressor","ITA12S","Shotguns","None","None","None","None","STUN_GRENADE"
"128",20170216,"PC","BOMB","BANK",4278171109,1,"LOCKERS-CCTV_ROOM","Attacker","DefendersEliminated",144,51,"Gold","Attacker",0,1,"G.E.O.-JACKAL",0,0,"C7E","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","ITA12S","Shotguns","None","None","None","None","BREACH_CHARGE"
"129",20170213,"PS4","SECURE_AREA","KAFE_DOSTOYEVSKY",1694054781,6,"KITCHEN_PREP","Attacker","DefendersEliminated",241,109,"Unranked","Defender",0,0,"GSG9-JAGER",1,1,"416-C_CARBINE","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","P12","Pistols","None","None","None","None","DEPLOYABLE_SHIELD"
"130",20170221,"PS4","SECURE_AREA","BARTLETT_U.",2807317949,2,"CLASSROOM","Attacker","DefendersEliminated",223,85,"Gold","Defender",0,0,"BOPE-CAVEIRA",1,1,"M12","Submachine_Guns","Reflex","None","Laser","HeavyBarrel","PRB92","Pistols","None","None","Laser","None","BARBED_WIRE"
"131",20170213,"XONE","HOSTAGE","OREGON",571993441,5,"KITCHEN","Attacker","DefendersEliminated",163,23,"Unranked","Attacker",0,1,"SAS-THATCHER",1,0,"AR33","Assault_Rifles","Reflex","Angle","None","Suppressor","P226_MK_25","Pistols","None","None","None","None","BREACH_CHARGE"
"132",20170216,"PS4","SECURE_AREA","COASTLINE",1534344081,6,"2F_BILLIARDS_ROOM","Attacker","DefendersEliminated",153,84,"Gold","Attacker",1,1,"GIGN-TWITCH",3,0,"F2","Assault_Rifles","EosHolo","Vertical","None","Compensator","LFP586","Pistols","None","None","None","None","BREACH_CHARGE"
"133",20170212,"PC","SECURE_AREA","BORDER",1686920321,5,"WORKSHOP","Attacker","DefendersEliminated",190,94,"Gold","Defender",1,0,"NAVYSEAL-VALKYRIE",1,1,"MPX","Submachine_Guns","EosHolo","Angle","None","None","D-50","Pistols","None","None","None","None","NITRO_CELL"
"134",20170221,"XONE","BOMB","BARTLETT_U.",1016616581,3,"KITCHEN-PIANO_ROOM","Defender","DefuserDeactivated",232,90,"Gold","Attacker",0,0,"NAVYSEAL-BLACKBEARD",2,0,"MK17_CQB","Assault_Rifles","Acog","Vertical","None","Compensator","D-50","Pistols","None","None","None","None","BREACH_CHARGE"
"135",20170213,"PS4","SECURE_AREA","CHALET",498588081,3,"BAR","Defender","AttackersEliminated",231,86,"Gold","Defender",1,1,"NAVYSEAL-VALKYRIE",1,1,"MPX","Submachine_Guns","Reflex","Vertical","None","None","D-50","Pistols","None","None","None","None","NITRO_CELL"
"136",20170212,"PS4","SECURE_AREA","BARTLETT_U.",942382001,4,"LIBRARY","Attacker","DefendersEliminated",175,33,"Gold","Attacker",1,1,"GIGN-TWITCH",0,0,"F2","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","P9","Pistols","None","None","None","None","BREACH_CHARGE"
"137",20170213,"PS4","SECURE_AREA","KANAL",47761661,4,"SERVER_ROOM","Defender","AttackersEliminated",154,115,"Gold","Defender",0,1,"SAS-SMOKE",0,0,"FMG-9","Submachine_Guns","Reflex","None","None","MuzzleBrake","SMG-11","Submachine_Guns","Reflex","Vertical","None","HeavyBarrel","IMPACT_GRENADE"
"138",20170213,"PS4","SECURE_AREA","CLUB_HOUSE",4265712509,6,"BAR_BACKSTORE","Attacker","DefendersEliminated",241,130,"Gold","Attacker",1,1,"SPETSNAZ-FUZE",2,0,"AK-12","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","PMM","Pistols","None","None","None","None","BREACH_CHARGE"
"139",20170212,"XONE","SECURE_AREA","CHALET",3091805789,3,"DINING_ROOM","Attacker","DefendersEliminated",164,45,"Gold","Defender",1,0,"G.E.O.-MIRA",1,1,"VECTOR_.45_ACP","Submachine_Guns","Reflex","Vertical","Laser","Compensator","ITA12S","Shotguns","Reflex","None","Laser","None","NITRO_CELL"
"140",20170212,"PC","SECURE_AREA","HEREFORD_BASE",956291181,5,"WORKSHOP","Defender","AttackersEliminated",158,52,"Gold","Defender",1,1,"G.E.O.-MIRA",1,0,"VECTOR_.45_ACP","Submachine_Guns","RedDot","Vertical","Laser","Compensator","ITA12S","Shotguns","EosHolo","None","Laser","None","NITRO_CELL"
"141",20170213,"PS4","SECURE_AREA","KAFE_DOSTOYEVSKY",2997275089,6,"TRAIN_MUSEUM","Defender","AttackersEliminated",187,91,"Bronze","Attacker",1,0,"SAT-HIBANA",1,1,"TYPE-89","Assault_Rifles","Reflex","Vertical","None","Compensator","BEARING_9","Submachine_Guns","Reflex","None","None","Flash","STUN_GRENADE"
"142",20170213,"XONE","BOMB","BANK",105635361,4,"LOCKERS-CCTV_ROOM","Defender","AttackersEliminated",116,21,"Bronze","Defender",0,1,"GIGN-DOC",0,0,"MP5","Submachine_Guns","Reflex","Vertical","None","None","LFP586","Pistols","None","None","None","None","DEPLOYABLE_SHIELD"
"143",20170221,"PS4","SECURE_AREA","HOUSE",1094227161,3,"MASTER_BEDROOM","Defender","AttackersEliminated",151,138,"Copper","Defender",1,1,"SAS-SMOKE",0,1,"FMG-9","Submachine_Guns","RedDot","None","Laser","Suppressor","SMG-11","Submachine_Guns","Reflex","Vertical","Laser","HeavyBarrel","IMPACT_GRENADE"
"144",20170221,"XONE","SECURE_AREA","HEREFORD_BASE",3236901269,4,"DINING_ROOM","Defender","ObjectiveProtected",241,31,"Bronze","Attacker",1,0,"GIGN-TWITCH",1,1,"F2","Assault_Rifles","Reflex","Vertical","None","Flash","LFP586","Pistols","None","None","None","None","BREACH_CHARGE"
"145",20170221,"XONE","SECURE_AREA","KAFE_DOSTOYEVSKY",864878461,2,"TRAIN_MUSEUM","Defender","AttackersEliminated",212,137,"Platinum","Defender",0,1,"BOPE-CAVEIRA",0,1,"SPAS-15","Shotguns","None","None","None","None","PRB92","Pistols","None","None","None","None","IMPACT_GRENADE"
"146",20170212,"PS4","BOMB","KANAL",1353911661,1,"SERVER_ROOM-CONTROL_ROOM","Attacker","DefendersEliminated",156,63,"Bronze","Attacker",0,1,"SWAT-ASH",2,0,"R4-C","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","M45_MEUSOC","Pistols","None","None","None","MuzzleBrake","SMOKE_GRENADE"
"147",20170213,"PS4","SECURE_AREA","SKYSCRAPER",2229616869,1,"2F_TEA_ROOM","Attacker","ObjectiveCaptured",121,91,"Unranked","Attacker",0,1,"SAT-HIBANA",1,0,"TYPE-89","Assault_Rifles","Acog","Vertical","Laser","MuzzleBrake","BEARING_9","Submachine_Guns","Reflex","None","None","Compensator","CLAYMORE"
"148",20170221,"PC","SECURE_AREA","CLUB_HOUSE",4060180349,8,"GARAGE","Defender","AttackersEliminated",257,86,"Bronze","Defender",1,1,"GSG9-JAGER",0,1,"416-C_CARBINE","Assault_Rifles","Acog","Vertical","None","Flash","P12","Pistols","None","None","None","None","BARBED_WIRE"
"149",20170213,"XONE","SECURE_AREA","CONSULATE",2612480149,5,"GARAGE","Attacker","DefendersEliminated",187,52,"Copper","Attacker",0,1,"SPETSNAZ-FUZE",1,1,"AK-12","Assault_Rifles","Reflex","Vertical","None","Compensator","GSH-18","Pistols","None","None","(null)","None","STUN_GRENADE"
"150",20170221,"XONE","BOMB","CHALET",2075388701,6,"WINE_CELLAR-SNOWMOBILE_GARAGE","Attacker","DefendersEliminated",133,56,"Bronze","Attacker",1,1,"SAT-HIBANA",0,1,"TYPE-89","Assault_Rifles","Acog","Vertical","None","Compensator","BEARING_9","Submachine_Guns","None","None","None","None","STUN_GRENADE"
"151",20170212,"XONE","SECURE_AREA","OREGON",2263836409,5,"DINING_HALL","Attacker","DefendersEliminated",134,96,"Unranked","Defender",1,0,"JTF2-FROST",0,1,"9mm_C1","Submachine_Guns","RedDot","Angle","None","None","MK1_9mm","Pistols","None","None","None","None","DEPLOYABLE_SHIELD"
"152",20170221,"XONE","SECURE_AREA","OREGON",2457860969,3,"LAUNDRY_ROOM","Defender","AttackersEliminated",225,110,"Gold","Defender",1,1,"GSG9-JAGER",4,0,"416-C_CARBINE","Assault_Rifles","Acog","Vertical","None","Flash","P12","Pistols","None","None","Laser","Suppressor","DEPLOYABLE_SHIELD"
"153",20170216,"XONE","BOMB","KAFE_DOSTOYEVSKY",1361548801,2,"FIREPLACE_HALL-MINING_ROOM","Attacker","DefendersEliminated",171,86,"Gold","Defender",0,0,"GSG9-BANDIT",0,1,"MP7","Submachine_Guns","Acog","None","None","Compensator","P12","Pistols","None","None","None","MuzzleBrake","BARBED_WIRE"
"154",20170216,"PS4","BOMB","KAFE_DOSTOYEVSKY",1224259581,1,"KITCHEN_PREP-BAKERY","Attacker","DefendersEliminated",137,55,"Silver","Defender",1,0,"BOPE-CAVEIRA",0,1,"M12","Submachine_Guns","Reflex","None","None","Suppressor","PRB92","Pistols","None","None","None","None","IMPACT_GRENADE"
"155",20170213,"XONE","BOMB","SKYSCRAPER",3862484349,3,"1F_BEDROOM-1F_BATHROOM","Attacker","DefendersEliminated",162,157,"Gold","Defender",1,0,"SWAT-PULSE",0,1,"M1014","Shotguns","Reflex","None","None","None","5.7_USG","Pistols","None","None","None","MuzzleBrake","NITRO_CELL"
"156",20170213,"PC","SECURE_AREA","SKYSCRAPER",1447064861,3,"2F_TEA_ROOM","Attacker","DefendersEliminated",134,97,"Gold","Defender",1,0,"SPETSNAZ-KAPKAN",0,1,"9x19VSN","Submachine_Guns","Reflex","Vertical","None","MuzzleBrake","PMM","Pistols","None","None","None","MuzzleBrake","NITRO_CELL"
"157",20170213,"PS4","BOMB","CHALET",1123987901,6,"WINE_CELLAR-SNOWMOBILE_GARAGE","Defender","AttackersEliminated",227,155,"Silver","Defender",0,1,"GSG9-BANDIT",1,1,"MP7","Submachine_Guns","Acog","None","None","MuzzleBrake","P12","Pistols","None","None","None","None","BARBED_WIRE"
"158",20170221,"XONE","SECURE_AREA","FAVELAS",1104846081,1,"1F_ARMORY_ROOM","Attacker","DefendersEliminated",186,82,"Gold","Defender",1,0,"GSG9-JAGER",0,1,"416-C_CARBINE","Assault_Rifles","Acog","Vertical","None","HeavyBarrel","P12","Pistols","None","None","None","MuzzleBrake","DEPLOYABLE_SHIELD"
